CN_ID,CN_ADDRESS1,CN_ADDRESS2,CN_CITY,CN_STATE,CN_ZIP,N_ADDRESS,N_ADDR2,N_CITY,N_STATE,N_ZIP,N_ZIP4,N_LON,N_LAT,N_MCODE,N_LCODE,N_RCODE,N_HOUSENUM,N_PREDIR,N_STREET,N_STRSUF,N_POSTDIR,N_UNIT,N_UNIT2,N_UNITDES,N_UNITDES2
55449,601 W LOCHLAND RD,PO BOX 1011,HASTINGS,NE,68901,601 W Lochland Rd,Po Box 1011,Hastings,NE,68901-2445,2445,-98.391508,40.6405,S80,AS0,S5HPNTSCZA,601,W,Lochland,Rd,,,,,
407905,1401 W 3RD ST #4 INDIAN HILLS ADDITION,PO BOX 656,BEAVER,OK,73932,PO Box 656,1401 W 3rd St # 4 Indian Hills Addition,Beaver,OK,73932-0656,656,-100.5404,36.7464,S80,ZC5X,S1HPNTSCZA,656,,Po Box,,,,,,
405702,UNKNOWN,,UNKNOWN,CA,UNKNOWN,Unknown,,Unknown,CA,UNKNOWN,,,,E012,E,N,,,Unknown,,,,,,
249014,1414 MASSACHUSETTS AVENUE,CISCO,BOXBOROUGH,MA,1719,1414 Massachusetts Ave,Cisco,Boxborough,MA,01719-2205,2205,-71.540476,42.485866,S80,AS0,S5HPNTSCZA,1414,,Massachusetts,Ave,,,,,
352020,1010 WALTHAM ST,BROOKHAVEN,LEXINGTON,MA,2421,1010 Waltham St,Brookhaven,Lexington,MA,02421-8044,8044,-71.231855,42.414957,S80,AS0,S5HPNTSCZA,1010,,Waltham,St,,,,,
351421,287A BISHOPS FOREST DR.,BISHOPS FOREST 1,WALTHAM,MA,2452,287A Bishops Forest Dr,1 Bishops Forest Dr,Waltham,MA,02452-8804,8804,-71.226599,42.399676,S80,AS0,S5HPNTSCZA,287A,,Bishops Forest,Dr,,,,,
282649,236 WENNEKER DR,,SAINT LOUIS,MO,6312,236 Wenneker Dr,,Saint Louis,MO,63124-2034,2034,-90.352843,38.648653,S90,AS0,S5HPNTSC-A,236,,Wenneker,Dr,,,,,
403932,6 RIVERGATE WAY,,LONG BRANCH,NJ,7740,6 Rivergate Way,,Long Branch,NJ,07740-7801,7801,-73.99214,40.324259,S80,AS0,S5HPNTSCZA,6,,Rivergate,Way,,,,,
255236,13 DEB LYNN DR,,ERIAL,NJ,8081,13 Deb Lynn Dr,,Erial,NJ,08081-9625,9625,-75.0022,39.77154,S80,AS0,S5HPNTSCZA,13,,Deb Lynn,Dr,,,,,
411022,1960 LAKE MARSHALL DR,,GIBSONIA,PA,15044,1960 Lake Marshall Dr,,Gibsonia,PA,15044-7433,7433,-79.993913,40.602911,S80,AS0,S5HPNTSCZA,1960,,Lake Marshall,Dr,,,,,
410952,135 LEVENTRY RD,,JOHNSTOWN,PA,15904,135 Leventry Rd,,Johnstown,PA,15904-1743,1743,-78.857205,40.292735,S80,AS0,S5HPNTSCZA,135,,Leventry,Rd,,,,,
284138,118 NORTH LARKSPUR DR,,PALMYRA,PA,17078,118 N Larkspur Dr,,Palmyra,PA,17078-9005,9005,-76.599541,40.278433,S80,AS0,S5HPNTSCZA,118,N,Larkspur,Dr,,,,,
411408,2037 NORTHBROOK DR,,LANCASTER,PA,17601,2037 Northbrook Dr,,Lancaster,PA,17601-4917,4917,-76.273845,40.079818,S80,AS0,S5HPNTSCZA,2037,,Northbrook,Dr,,,,,
410272,54 N JAMES ST,,HAZLETON,PA,18201,54 N James St,,Hazleton,PA,18201-5764,5764,-75.981395,40.95762,S80,AS0,S5HPNTSCZA,54,N,James,St,,,,,
410267,15 LAUREL VIEW DR,,LEHIGHTON,PA,18235,15 Laurel View Dr,,Lehighton,PA,18235-5343,5343,-75.622788,40.852062,S80,AS0,S5HPNTSCZA,15,,Laurel View,Dr,,,,,
411062,417 S HANCOCK ST,,MCADOO,PA,18237,417 S Hancock St,,Mcadoo,PA,18237-1626,1626,-75.9957,40.8976,S80,AS0,S5HPNTSCZA,417,S,Hancock,St,,,,,
411306,155 SIMPSON ST,,EYNON,PA,18403,155 Simpson St,,Eynon,PA,18403-1217,1217,-75.571822,41.498867,S80,AS0,S5HPNTSCZA,155,,Simpson,St,,,,,
411373,104 DOUGLAS DR,,GREENFIELD TWP,PA,18407,104 Douglas Dr,,Greenfield Township,PA,18407-3836,3836,-75.55365,41.629371,SA0,AS0,S5HPNTSCZA,104,,Douglas,Dr,,,,,
411057,104 MAGGIES RD,,SOUTH ABINGTON TWP,PA,18411,104 Maggies Rd,,South Abington Township,PA,18411-2839,2839,-75.670578,41.512522,SA0,AS0,S5HPNTSCZA,104,,Maggies,Rd,,,,,
411425,109 OLD ORCHARD RD,,WAVERLY TWP,PA,18411,109 Old Orchard Rd,,Clarks Green,PA,18411-1119,1119,-75.696515,41.507881,SA0,AS0,S5HPNTS-ZA,109,,Old Orchard,Rd,,,,,
411292,114 SPRING ST,,CLARKS GREEN,PA,18411,114 Spring St,,Clarks Green,PA,18411-2510,2510,-75.697196,41.497967,S80,AS0,S5HPNTSCZA,114,,Spring,St,,,,,
411297,220 HOLLY LN,,CLARKS SUMMIT,PA,18411,220 Holly Ln,,Clarks Summit,PA,18411-2046,2046,-75.705193,41.486663,S80,AS0,S5HPNTSCZA,220,,Holly,Ln,,,,,
411029,305 CRESTWOOD AVE,,CLARKS SUMMIT,PA,18411,305 Crestwood Ave,,Clarks Summit,PA,18411-1025,1025,-75.709014,41.500497,S80,AS0,S5HPNTSCZA,305,,Crestwood,Ave,,,,,
411158,605 PARK ST,,MAYFIELD,PA,18433,605 Park St,,Mayfield,PA,18433-2145,2145,-75.533633,41.534878,S80,AS0,S5HPNTSCZA,605,,Park,St,,,,,
411067,631 MADISON AVE,,JERMYN,PA,18433,631 Madison Ave,,Jermyn,PA,18433-1639,1639,-75.546399,41.532184,S80,AS0,S5HPNTSCZA,631,,Madison,Ave,,,,,
411300,100 HAMPSHIRE DR,,MOUNT COBB,PA,18436,100 Hampshire Dr,,Jefferson Township,PA,18436-3368,3368,-75.5055,41.4123,SA0,ZC7K,S2HPNTS-ZA,100,,Hampshire,Dr,,,,,
411403,105 EDGEWOOD DR,,OLD FORGE,PA,18518,105 Edgewood Dr,,Old Forge,PA,18518-1245,1245,-75.748232,41.371158,S80,AS0,S5HPNTSCZA,105,,Edgewood,Dr,,,,,
411447,1848 STEEL ST,,BERWICK,PA,18603,1848 Steel St,,Berwick,PA,18603-2548,2548,-76.266636,41.052166,S80,AS0,S5HPNTSCZA,1848,,Steel,St,,,,,
411286,38 BROWN ST,,LARKSVILLE,PA,18651,38 Brown St,,Larksville,PA,18651-1402,1402,-75.939207,41.256163,S80,AS0,S5HPNTSCZA,38,,Brown,St,,,,,
400180,44 NICOLE DR,,WILKES BARRE,PA,18702,44 Nicole Dr,,Wilkes Barre,PA,18702-1636,1636,-75.910404,41.24657,S80,AS0,S5HPNTSCZA,44,,Nicole,Dr,,,,,
411319,314 E ORIOLE DR,,LARKSVILLE,PA,18704,314 E Oriole Dr,,Larksville,PA,18704-1617,1617,-75.916446,41.265888,S80,AS0,S5HPNTSCZA,314,E,Oriole,Dr,,,,,
410374,88 W WALNUT ST,,KINGSTON,PA,18704,88 W Walnut St,,Kingston,PA,18704-3822,3822,-75.886234,41.275787,S80,AS0,S5HPNTSCZA,88,W,Walnut,St,,,,,
389343,1133 BETHLEHEM PIKE,SPRINGHOUSE PLAZA,AMBLER,PA,19002,1133 Bethlehem Pike,Springhouse Plaza,Ambler,PA,19002,,-75.2111,40.1773,E023,ZC5X,M5H-NTSCZA,1133,,Bethlehem,Pike,,,,,
356271,100 CROSSING DRIVE,KEYSTONE CROSSING COMMON,BRISTOL,PA,19007,100 Crossing Dr,Keystone Crossing Common,Bristol,PA,19007-1507,1507,-74.896432,40.113292,S80,AS0,S5HPNTSCZA,100,,Crossing,Dr,,,,,
411385,1 LAMPLIGHT LN,,LANDENBERG,PA,19350,1 Lamplight Ln,,Landenberg,PA,19350-1587,1587,-75.780643,39.790062,S80,AS0,S5HPNTSCZA,1,,Lamplight,Ln,,,,,
411400,2 PICKET LN,,LANDENBERG,PA,19350,2 Picket Ln,,Landenberg,PA,19350-1579,1579,-75.78034,39.790201,S80,AS0,S5HPNTSCZA,2,,Picket,Ln,,,,,
411370,801 QUAIL WAY,,CHESTER SPRINGS,PA,19425,801 Quail Way,,Chester Springs,PA,19425-2119,2119,-75.657147,40.082147,S80,AS0,S5HPNTSCZA,801,,Quail,Way,,,,,
411072,206 SANTA ANITA DR,,NORTH WALES,PA,19454,206 Santa Anita Dr,,North Wales,PA,19454-4287,4287,-75.212429,40.25345,S80,AS0,S5HPNTSCZA,206,,Santa Anita,Dr,,,,,
360975,31 North Chestnut St,,Elverson,PA,19520,31 N Chestnut St,,Elverson,PA,19520-9401,9401,-75.833083,40.158299,S80,AS0,S5HPNTSCZA,31,N,Chestnut,St,,,,,
331364,39 CHURCHILL DR.,CHURCHILL DR AND STABLE DR,ELVERSON,PA,19520,39 Churchill Dr,,Elverson,PA,19520-9245,9245,-75.823319,40.153839,S80,AS0,S5HPNTSCZA,39,,Churchill,Dr,,,,,
358881,MEADOW GLEN & MEADOW LANE,,?WYOMISSING,PA,19610,Meadow Glen & Meadow Lane,,?Wyomissing,PA,19610,,-75.9733,40.3376,E023,ZC5X,MX,,,Meadow,Gln,,,,,
400965,THOREAU PLACE AND BELMONT RDG CT,SOUTH CLUSTER,RESTON,VA,20191,Thoreau Place And Belmont Rdg Ct,South Cluster,Reston,VA,20191,,-77.3513,38.9384,E020,ZC5X,Z1,,,Thoreau,Pl,,,,,
351661,5225 POOKS HILL RD,PROMENADE TOWERS,BETHESDA,MD,20814,5225 Pooks Hill Rd,Rd Promenade Towers,Bethesda,MD,20814-2052,2052,-77.106521,39.014645,S81,AS0,S5HPN-SCZA,5225,,Pooks Hill,Rd,,,,,
355653,5600 LITTLE FALLS PARKWAY,WASHINGTON EPISCOPAL SCHOOL,BETHESDA,MD,20816,5600 Little Falls Pkwy,Parkway Washington Episcopal School,Bethesda,MD,20816-1519,1519,-77.100714,38.965066,S81,AS0,S5HPN-SCZA,5600,,Little Falls,Pkwy,,,,,
410921,300 SADDLE RIDGE CIRCLE,,ROCKVILLE,MD,20850,300 Saddle Ridge Cir,,Rockville,MD,20850-5743,5743,-77.170679,39.108946,S80,AS0,S5HPNTSCZA,300,,Saddle Ridge,Cir,,,,,
362397,4703 ADRIAN ST,,ROCKVILLE,MD,20853,4703 Adrian St,,Rockville,MD,20853-3450,3450,-77.093928,39.06362,S80,AS0,S5HPNTSCZA,4703,,Adrian,St,,,,,
272531,7110 MINSTREL WAY,BRIGHTON GARDENS COLUMBIA,COLUMBIA,MD,21045,7110 Minstrel Way,Brighton Gardens Columbia,Columbia,MD,21045-5426,5426,-76.844453,39.177807,S80,AS0,S5HPNTSCZA,7110,,Minstrel,Way,,,,,
408087,1105 MARTINEZ DR,,WESTMINSTER,MD,21157,1105 Martinez Dr,,Westminster,MD,21157-3862,3862,-76.949269,39.60177,S80,AS0,S5HPNTSCZA,1105,,Martinez,Dr,,,,,
334650,9108 SEAFORTH DR,,LOUISVILLE,KY,40258,9108 Seaforth Dr,,Louisville,KY,40258-1606,1606,-85.870759,38.122756,S80,AS0,S5HPNTSCZA,9108,,Seaforth,Dr,,,,,
263659,5421 VALLEY PARK DRIVE,,LOUISVILLE,KY,40299,5421 Valley Park Dr,,Louisville,KY,40299-4135,4135,-85.539835,38.169994,S80,AS0,S5HPNTSCZA,5421,,Valley Park,Dr,,,,,
263461,9508 GATEWAY DR,,JEFFERSONTOWN,KY,40299,9508 Gateway Dr,,Jeffersontown,KY,40299-2646,2646,-85.577644,38.211525,S80,AS0,S5HPNTSCZA,9508,,Gateway,Dr,,,,,
351560,301 DELANEY WOODS DR,,NICHOLASVILLE,KY,40356,301 Delaney Woods,,Nicholasville,KY,40356-8730,8730,-84.627301,37.97731,S81,AS0,S5HPN-SCZA,301,,Delaney Woods,,,,,,
290318,600 KEMPER LANE,,DANVILLE,KY,40422,600 Kemper Ln,,Danville,KY,40422-9331,9331,-84.732235,37.662209,S80,AS0,S5HPNTSCZA,600,,Kemper,Ln,,,,,
361921,2424 BUTTERWOOD WAY,WATERFORD TOWNHOMES,BOWLING GREEN,KY,42101,2424 Butterwood Way,Waterford Townhomes,Bowling Green,KY,42101-5232,5232,-86.490921,36.976481,S80,AS0,S5HPNTSCZA,2424,,Butterwood,Way,,,,,
285045,9054 COTTER STREET,"REAL PROPERTY MANAGEMENT, INC.",LEWIS CENTER,OH,43035,9054 Cotter St,Real Property Management Inc,Lewis Center,OH,43035-7101,7101,-83.009821,40.157695,S80,AS0,S5HPNTSCZA,9054,,Cotter,St,,,,,
317154,504 MEADOWS DR,MEADOWS APTS.,MARYSVILLE,OH,43040,504 Meadow Dr,Meadows Apts,Marysville,OH,43040-8677,8677,-83.373947,40.251024,S88,AS0,S5HP--SCZA,504,,Meadow,Dr,,,,,
261510,3584 HOME RD,LIBERTY HIGH SCHOOL,POWELL,OH,43065,3584 Home Rd,Liberty High School,Powell,OH,43065-9757,9757,-83.100998,40.196204,S80,AS0,S5HPNTSCZA,3584,,Home,Rd,,,,,
387976,5377 CENTRAL COLLEGE RD.,,WESTERVILLE,OH,43081,5377 Central College Rd,,Westerville,OH,43081-7095,7095,-82.845471,40.09962,S80,AS0,S5HPNTSCZA,5377,,Central College,Rd,,,,,
403364,2365 HARDY PARKWAY,THE WILLOWS,GROVE CITY,OH,43123,2365 Hardy Parkway St,The Willows,Grove City,OH,43123-1516,1516,-83.044911,39.908407,A89,AS0,S5HP--SCZA,2365,,Hardy Parkway,St,,,,,
410385,3356 HARBOR BAY DR,,COLUMBUS,OH,43221,3356 Harbor Bay Dr,,Columbus,OH,43221-4806,4806,-83.106275,40.032312,S80,AS0,S5HPNTSCZA,3356,,Harbor Bay,Dr,,,,,
410334,745 PARKEDGE DRIVE,,GAHANNA,OH,43230,745 Parkedge Dr,,Gahanna,OH,43230-2153,2153,-82.8806,40.037962,S80,AS0,S5HPNTSCZA,745,,Parkedge,Dr,,,,,
355082,6171 NORWAY GLEN,WILLOWS AT PRESERVE CROSSING,COLUMBUS,OH,43230,6171 Norway Glen Ave,Willows At Preserve Crossing,Columbus,OH,43230-7309,7309,-82.853026,40.063641,S81,AS0,S5HPN-SCZA,6171,,Norway Glen,Ave,,,,,
292864,913 SUMMIT ST,,DEFIANCE,OH,43512,913 Summit St,,Defiance,OH,43512-3041,3041,-84.355652,41.274114,S80,AS0,S5HPNTSCZA,913,,Summit,St,,,,,
408960,5396 WHITE TAIL CIRCLE,,WADSWORTH,OH,44281,5396 White Tail Cir,,Wadsworth,OH,44281-8544,8544,-81.721399,41.129376,S80,AS0,S5HPNTSCZA,5396,,White Tail,Cir,,,,,
342274,4437 CASTLEGATE BLVD,,UNIONTOWN,OH,44685,4437 Castlegate Blvd,,Uniontown,OH,44685-6928,6928,-81.507919,40.956135,S80,AS0,S5HPNTSCZA,4437,,Castlegate,Blvd,,,,,
318397,239 VISTA RIDGE,,SOUTH LEBANON,OH,45065,239 Vista Ridge Dr,,South Lebanon,OH,45065-8757,8757,-84.21393,39.358534,S81,AS0,S5HPN-SCZA,239,,Vista Ridge,Dr,,,,,
407818,2216 HEATHER HILL BLVD N.,EIGHT MILE RD,CINCINNATI,OH,45244,2216 Heather Hill Blvd N,Eight Mile Rd,Cincinnati,OH,45244-2664,2664,-84.319885,39.094045,S80,AS0,S5HPNTSCZA,2216,,Heather Hill,Blvd,N,,,,
411325,5931 BRIDGEVIEW CT,,CINCINNATI,OH,45248,5931 Bridgeview Ct,,Cincinnati,OH,45248-4012,4012,-84.645397,39.144586,S80,AS0,S5HPNTSCZA,5931,,Bridgeview,Ct,,,,,
410413,1318 CANDLELITE LN,,FAIRBORN,OH,45324,1318 Candlelite Ln,,Fairborn,OH,45324-9635,9635,-83.990097,39.791991,S80,AS0,S5HPNTSCZA,1318,,Candlelite,Ln,,,,,
410970,2693 NEWBURY RD.,,LITTLE HOCKING,OH,45742,2693 Newbury Rd,,Little Hocking,OH,45742-5315,5315,-81.7006,39.2587,S80,ZT9F,S3HPNTSCZA,2693,,Newbury,Rd,,,,,
295276,6805 DR. MLKVR BLVD.,DR M.L.KING JR.BLVD,ANDERSON,IN,46013,6805 Dr. Mlkvr Blvd.,Dr M.L.King Jr.Blvd,Anderson,IN,46013,,-85.6762,40.0603,E020,ZC5X,Z1,6805,,Dr Mlkvr,Blvd,,,,,
287707,11819 PENNSYLVANIA ST,INGERSOLL-RAND,CARMEL,IN,46032,11819 N Pennsylvania St # INGERSOLL-R,,Carmel,IN,46032-4555,4555,-86.154981,39.96159,A82,AS0,S5H-NTSCZA,11819,N,Pennsylvania,St,,INGERSOLL-R,,#,
388589,10462 OLIO RD,GEIST SHOPPES,FISHERS,IN,46033,10462 Olio Rd,Geist Shoppes,Fishers,IN,46040-7500,7500,-85.918506,39.939955,S90,AS0,S5HPNTSC-A,10462,,Olio,Rd,,,,,
382358,5702 KIRKPATRICK WAY,CAPE COD VILLAGE,INDIANAPOLIS,IN,46220,5702 Kirkpatrick Way,,Indianapolis,IN,46220-3925,3925,-86.070931,39.882104,S89,AS0,S5HP--SCZA,5702,,Kirkpatrick,Way,,,,,
338272,8720 CASTLE CREEK PKWY,CASTLE CREEK 3,INDIANAPOLIS,IN,46250,8720 Castle Creek Parkway East Dr # 3,,Indianapolis,IN,46250-4300,4300,-86.069061,39.914022,S89,AS0,S5HP--SCZA,8720,,Castle Creek Parkway East,Dr,,3,,#,
279750,5975 CASTLE CREEK PKWY,CASTLE CREEK 6,INDIANAPOLIS,IN,46250,5975 Castle Creek Parkway North Dr # 6,,Indianapolis,IN,46250-4340,4340,-86.064946,39.916698,S89,AS0,S5HP--SCZA,5975,,Castle Creek Parkway North,Dr,,6,,#,
340468,2412 SPRING HILL CT.,SPRING HILL PLACE,INDIANAPOLIS,IN,46268,2412 Spring Hill Ct,Place,Indianapolis,IN,46268-3316,3316,-86.203199,39.90284,S89,AS0,S5HP--SCZA,2412,,Spring Hill,Ct,,,,,
411437,4968 N HUNTERS GLEN,,LAPORTE,IN,46350,4968 N Hunters Gln,,Laporte,IN,46350-9288,9288,-86.687286,41.677134,S80,AS0,S5HPNTSCZA,4968,N,Hunters,Gln,,,,,
410695,1509 TAMARACK DRIVE,,SCHERERVILLE,IN,46375,1509 Tamarack Dr,,Schererville,IN,46375-2069,2069,-87.437544,41.494881,S80,AS0,S5HPNTSCZA,1509,,Tamarack,Dr,,,,,
410677,1510 DORAL DRIVE,,SCHERERVILLE,IN,46375,1510 Doral Dr,,Schererville,IN,46375-2075,2075,-87.439222,41.494979,S80,AS0,S5HPNTSCZA,1510,,Doral,Dr,,,,,
410701,1512 TAMARACK DRIVE,,SCHERERVILLE,IN,46375,1512 Tamarack Dr,,Schererville,IN,46375-2070,2070,-87.43791,41.494832,S80,AS0,S5HPNTSCZA,1512,,Tamarack,Dr,,,,,
410671,1513 TAMARACK DRIVE,,SCHERERVILLE,IN,46375,1513 Tamarack Dr,,Schererville,IN,46375-2069,2069,-87.437544,41.494816,S80,AS0,S5HPNTSCZA,1513,,Tamarack,Dr,,,,,
410686,1516 DORAL DRIVE,,SCHERERVILLE,IN,46375,1516 Doral Dr,,Schererville,IN,46375-2075,2075,-87.439221,41.494946,S80,AS0,S5HPNTSCZA,1516,,Doral,Dr,,,,,
410683,1518 DORAL DRIVE,,SCHERERVILLE,IN,46375,1518 Doral Dr,,Schererville,IN,46375-2075,2075,-87.439221,41.494935,S80,AS0,S5HPNTSCZA,1518,,Doral,Dr,,,,,
410692,1520 DORAL DRIVE,,SCHERERVILLE,IN,46375,1520 Doral Dr,,Schererville,IN,46375-2075,2075,-87.439221,41.494924,S80,AS0,S5HPNTSCZA,1520,,Doral,Dr,,,,,
410689,1522 DORAL DRIVE,,SCHERERVILLE,IN,46375,1522 Doral Dr,,Schererville,IN,46375-2075,2075,-87.439221,41.494913,S80,AS0,S5HPNTSCZA,1522,,Doral,Dr,,,,,
410656,1523 TAMARACK DRIVE,,SCHERERVILLE,IN,46375,1523 Tamarack Dr,,Schererville,IN,46375-2069,2069,-87.437538,41.494322,S80,AS0,S5HPNTSCZA,1523,,Tamarack,Dr,,,,,
410662,500 PINEHURST LANE,,SCHERERVILLE,IN,46375,500 Pinehurst Ln,,Schererville,IN,46375-2074,2074,-87.43974,41.495315,S80,AS0,S5HPNTSCZA,500,,Pinehurst,Ln,,,,,
410659,501 DORAL DRIVE,,SCHERERVILLE,IN,46375,501 Doral Dr,,Schererville,IN,46375-2076,2076,-87.438587,41.493582,S80,AS0,S5HPNTSCZA,501,,Doral,Dr,,,,,
410668,509 PINEHURST LANE,,SCHERERVILLE,IN,46375,509 Pinehurst Ln,,Schererville,IN,46375-2072,2072,-87.43974,41.495041,S80,AS0,S5HPNTSCZA,509,,Pinehurst,Ln,,,,,
410674,513 DORAL DRIVE,,SCHERERVILLE,IN,46375,513 Doral Dr,,Schererville,IN,46375-2076,2076,-87.438561,41.493582,S80,AS0,S5HPNTSCZA,513,,Doral,Dr,,,,,
410698,515 PINEHURST LANE,,SCHERERVILLE,IN,46375,515 Pinehurst Ln,,Schererville,IN,46375-2072,2072,-87.43944,41.495038,S80,AS0,S5HPNTSCZA,515,,Pinehurst,Ln,,,,,
410680,519 PINEHURST LANE,,SCHERERVILLE,IN,46375,519 Pinehurst Ln,,Schererville,IN,46375-2072,2072,-87.439335,41.495037,S80,AS0,S5HPNTSCZA,519,,Pinehurst,Ln,,,,,
411414,2555 MARKSARA DR,,MARION,IN,46952,2555 E Marksara Dr,,Marion,IN,46952-8679,8679,-85.625354,40.601049,S82,AS0,S5H-NTSCZA,2555,E,Marksara,Dr,,,,,
411416,202 W OLD KOKOMO RD,,MARION,IN,46953,202 W Old Kokomo Rd,,Marion,IN,46953-5820,5820,-85.656258,40.493376,S80,AS0,S5HPNTSCZA,202,W,Old Kokomo,Rd,,,,,
411013,2612 BENNETT AVE,,JEFFERSONVILLE,IN,47130,2612 Bennett Ave,,Jeffersonville,IN,47130-5297,5297,-85.695164,38.29587,S80,AS0,S5HPNTSCZA,2612,,Bennett,Ave,,,,,
410938,381 N SHEW,,UNIVERSAL,IN,47884,381 N Shew,,Universal,IN,47884,,-87.4513,39.6221,E020,ZT5V,Z1,381,N,Shew,,,,,,
411363,20649 WOODBEND DR,,NORTHVILLE,MI,48167,20649 Woodbend Dr,,Northville,MI,48167-3010,3010,-83.509564,42.435573,S80,AS0,S5HPNTSCZA,20649,,Woodbend,Dr,,,,,
411429,9555 CAMBRIDGE DT.,,SALINE,MI,48176,9555 Cambridge Dr # DT,,Saline,MI,48176-9463,9463,-83.743248,42.146692,S81,AS0,S5HPN-SCZA,9555,,Cambridge,Dr,,DT,,#,
401134,9860 WOODBEND DR,,SALINE,MI,48176,9860 Woodbend Dr,,Saline,MI,48176-9465,9465,-83.753053,42.143201,S80,AS0,S5HPNTSCZA,9860,,Woodbend,Dr,,,,,
411145,26363 BALLANTREA CT,,FARMINGTON HILLS,MI,48331,26363 Ballantrae Ct,,Farmington Hills,MI,48331-3526,3526,-83.392148,42.488255,S88,AS0,S5HP-TSCZA,26363,,Ballantrae,Ct,,,,,
243545,300 S. HUGHES RD,"BROOKS INC, DBA FAULKWOOD SHORES GOLF CLUB",HOWELL,MI,48843,300 S Hughes Rd,"Brooks Inc, Dba Faulkwood Shores Golf Club",Howell,MI,48843-7135,7135,-83.853521,42.59522,S80,AS0,S5HPNTSCZA,300,S,Hughes,Rd,,,,,
354033,9405 BRIANNA TR,WOODLAND ESTATE,PORTAGE,MI,49002,9405 Brianna Trl,Woodland Estate,Portage,MI,49002-8432,8432,-85.536414,42.180667,S80,AS0,S5HPNTSCZA,9405,,Brianna,Trl,,,,,
350414,69720 W WHITETAIL RD,,STURGIS,MI,49091,69720 W White Tail Rd,,Sturgis,MI,49091-8252,8252,-85.451691,41.784187,S88,AS0,S5HP-TSCZA,69720,W,White Tail,Rd,,,,,
369345,71467 STAGS LEAP CT,"RESERVE AT KNOLLWOOD SUBDIVISION ENTRY EASTSIDE OF IRONWOOD, JUST NORTH OF STATE LINE ROAD",NILES,MI,49120,71467 Stags Leap Ct,Reserve At Knollwood Subdivision Entry Eastside Of Ironwood,Niles,MI,49120-7818,7818,-86.207409,41.761443,S80,AS0,S5HPNTSCZA,71467,,Stags Leap,Ct,,,,,
410526,4180 CLARK ST,,QUINNESEC,MI,49876,4180 Clark St,,Quinnesec,MI,49876-9660,9660,-87.995037,45.797627,S80,AS0,S5HPNTSCZA,4180,,Clark,St,,,,,
411016,606 UNION RD,,CEDAR FALLS,IA,50613,606 Union Rd,,Cedar Falls,IA,50613-1613,1613,-92.494825,42.533975,S80,AS0,S5HPNTSCZA,606,,Union,Rd,,,,,
411076,606 UNION RD,,CEDAR FALLS,IA,50613,606 Union Rd,,Cedar Falls,IA,50613-1613,1613,-92.494825,42.533975,S80,AS0,S5HPNTSCZA,606,,Union,Rd,,,,,
411079,606 UNION RD,,CEDAR FALLS,IA,50613,606 Union Rd,,Cedar Falls,IA,50613-1613,1613,-92.494825,42.533975,S80,AS0,S5HPNTSCZA,606,,Union,Rd,,,,,
411094,606 UNION RD,,CEDAR FALLS,IA,50613,606 Union Rd,,Cedar Falls,IA,50613-1613,1613,-92.494825,42.533975,S80,AS0,S5HPNTSCZA,606,,Union,Rd,,,,,
410363,N87W27101 PERENNIAL TER,,HARTLAND,WI,53029,N87W27101 Perennial Ter,,Hartland,WI,53029-8476,8476,-88.284834,43.177177,S80,AS0,S5HPNTSCZA,N87W27101,,Perennial,Ter,,,,,
409743,2096 N HICKORY CT,,OCONOMOWOC,WI,53066,2096 N Hickory Ct,,Oconomowoc,WI,53066-9122,9122,-88.503054,43.05971,S80,AS0,S5HPNTSCZA,2096,N,Hickory,Ct,,,,,
411122,3385 CATAMOUNT DR,,NEW BERLIN,WI,53146,3385 S Catamount Dr,,New Berlin,WI,53146-2610,2610,-88.156138,42.982766,S82,AS0,S5H-NTSCZA,3385,S,Catamount,Dr,,,,,
268019,7609 WELTON DR.,,MADISON,WI,53719,7609 Welton Dr,,Madison,WI,53719-3025,3025,-89.514275,43.043667,S80,AS0,S5HPNTSCZA,7609,,Welton,Dr,,,,,
410989,1150 FRONT ST S,,HUDSON,WI,54016,1150 Front St S,,Hudson,WI,54016-2222,2222,-92.74878,44.959525,S80,AS0,S5HPNTSCZA,1150,,Front,St,S,,,,
409714,4885 PHEASANT,,AFTON,MN,55001,4885 Pheasant Ct,,Afton,MN,55001-9415,9415,-92.793914,44.877475,S81,AS0,S5HPN-SCZA,4885,,Pheasant,Ct,,,,,
410995,10080 HADLEY AVE N,,GRANT,MN,55110,10080 Hadley Ave N,,Saint Paul,MN,55110-1203,1203,-92.964217,45.094236,SA0,AS0,S5HPNTS-ZA,10080,,Hadley,Ave,N,,,,
411039,1704 ANDERLIE LN W,,WHITE BEAR TOWNSHIP,MN,55110,1704 Anderlie Ln W,,White Bear Township,MN,55110-7800,7800,-93.028536,45.098285,S80,AS0,S5HPNTSCZA,1704,,Anderlie,Ln,W,,,,
351332,6 HIGH POINT ROAD,,DELLWOOD,MN,55110,6 High Point Rd,,Dellwood,MN,55110-6176,6176,-92.962198,45.109606,S80,AS0,S5HPNTSCZA,6,,High Point,Rd,,,,,
410332,942 WILD ROSE CT,,EAGAN,MN,55123,942 Wild Rose Ct,,Eagan,MN,55123-2483,2483,-93.1354,44.829235,S80,AS0,S5HPNTSCZA,942,,Wild Rose,Ct,,,,,
